10, 0.000000
20, 0.000000
30, 0.000008
40, 0.000009
50, 0.000006
60, 0.000006
70, 0.000006
80, 0.000008
90, 0.000010
100, 0.000000
110, 0.000000
120, 0.000002
130, 0.000008
140, 0.000008
150, 0.000007
160, 0.000006
170, 0.000007
180, 0.000010
190, 0.000008
200, 0.000009
210, 0.000008
220, 0.000000
230, 0.000000
240, 0.000006
250, 0.000012
260, 0.000012
270, 0.000000
280, 0.000004
290, 0.000009
300, 0.000010
310, 0.000014
320, 0.000014
330, 0.000014
340, 0.000012
350, 0.000012
360, 0.000000
370, 0.000001
380, 0.000003
390, 0.000012
400, 0.000017
410, 0.000015
420, 0.000014
430, 0.000004
440, 0.000007
450, 0.000015
460, 0.000018
470, 0.000016
480, 0.000007
490, 0.000015
500, 0.000015
510, 0.000020
520, 0.000011
530, 0.000010
540, 0.000019
550, 0.000018
560, 0.000024
570, 0.000017
580, 0.000016
590, 0.000021
600, 0.000016
610, 0.000013
620, 0.000027
630, 0.000022
640, 0.000022
650, 0.000021
660, 0.000020
670, 0.000020
680, 0.000024
690, 0.000027
700, 0.000027
710, 0.000021
720, 0.000023
730, 0.000024
740, 0.000019
750, 0.000024
760, 0.000021
770, 0.000026
780, 0.000020
790, 0.000025
800, 0.000019
810, 0.000027
820, 0.000024
830, 0.000028
840, 0.000028
850, 0.000026
860, 0.000029
870, 0.000021
880, 0.000040
890, 0.000027
900, 0.000027
910, 0.000026
920, 0.000025
930, 0.000029
940, 0.000027
950, 0.000035
960, 0.000034
970, 0.000029
980, 0.000028
990, 0.000031
1000, 0.000029
1010, 0.000030
1020, 0.000024
1030, 0.000038
1040, 0.000029
1050, 0.000031
1060, 0.000036
1070, 0.000041
1080, 0.000030
1090, 0.000032
1100, 0.000031
1110, 0.000027
1120, 0.000033
1130, 0.000028
1140, 0.000034
1150, 0.000033
1160, 0.000034
1170, 0.000032
1180, 0.000032
1190, 0.000039
1200, 0.000032
1210, 0.000035
1220, 0.000033
1230, 0.000036
1240, 0.000043
1250, 0.000033
1260, 0.000034
1270, 0.000041
1280, 0.000032
1290, 0.000043
1300, 0.000038
1310, 0.000037
1320, 0.000035
1330, 0.000046
1340, 0.000043
1350, 0.000044
1360, 0.000041
1370, 0.000033
1380, 0.000045
1390, 0.000047
1400, 0.000037
1410, 0.000053
1420, 0.000041
